Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap
REE,-0.004749,0.001076,0.563000,17196493.255396
REFI,-0.001239,0.000149,12.150000,258654947.089783
REFR,-0.006418,0.001707,1.000000,31629328.599776
REG,0.005240,0.000121,79.000000,14609042341.159721
REGN,0.002145,0.000316,781.670000,82630597788.550049
REKR,-0.009763,0.003137,0.857000,129253574.037703
RELL,0.004441,0.003608,12.280000,165794670.347630
RELY,0.014587,0.004709,16.700000,3564272227.191654
RENT,-0.006219,0.002274,5.970000,153140249.179552
RENX,0.007312,0.036823,0.139000,6337548.080970
REPL,0.006477,0.002879,7.650000,712601711.419686
RETO,0.003030,0.014844,0.900000,2574673.151276
REVB,-0.018169,0.002731,1.320000,3357592.244952
REYN,0.004944,0.000948,24.810000,4659109729.460300
RFAI,0.000309,0.000002,10.860000,90529853.432894
RFIL,0.003799,0.004426,11.350000,112280629.575611
RGC,-0.002377,0.003700,26.230000,12807262528.567451
RGCO,-0.000263,0.000291,22.060000,236370632.000891
RGEN,-0.008640,0.000480,128.730000,7204185623.518219
RGLD,0.008485,0.000906,299.790000,23904572979.944580
RGNX,-0.008685,0.002120,9.040000,525467638.473352
RGP,-0.010706,0.000802,3.760000,121612822.854017
RGS,-0.000246,0.000651,22.890000,48651205.944225
RGTI,0.001460,0.005134,17.420000,5808459098.694958
RIBB,0.000239,0.000002,10.520000,67935000.000000
RICK,-0.004480,0.000708,22.130000,195948752.682135
RIGL,-0.001686,0.000645,34.740000,509508220.540649
RILY,-0.012504,0.002556,6.450000,230393795.552693
RIME,0.095850,0.300095,1.760000,9212963.337284
RIOT,0.005839,0.005236,16.290000,5465565563.283407
RITR,-0.005739,0.018448,0.720000,39339562.202245
RIVN,0.005557,0.005309,15.330000,19694507809.409988
RJET,0.011822,0.001767,21.730000,956994532.203674
RKDA,-0.000331,0.002776,1.953000,4712504.587258
RKLB,-0.002211,0.003579,69.100000,40561002599.396690
RLAY,0.013773,0.001980,10.260000,1812279764.620637
RLMD,0.011041,0.002842,4.560000,525802075.334911
RLYB,0.022298,0.004258,7.540000,56844272.127906
RMBI,-0.002528,0.000148,13.500000,131791362.086143
RMBS,-0.005913,0.002860,99.660000,9541635234.793671
RMCF,0.004755,0.002463,2.550000,22585429.952038
RMCO,-0.003321,0.001836,3.820000,62985455.289707
ROAD,0.009638,0.001241,134.370000,6977953543.708496
ROCK,-0.007038,0.000695,45.480000,1157481506.175705
ROP,-0.003115,0.000835,349.730000,39078845436.073303
RPAY,-0.011919,0.001330,2.780000,256655306.873689
RRBI,0.000946,0.000250,88.700000,572099289.850845
RUN,-0.011963,0.009506,13.250000,2656798908.099649
RXST,-0.008263,0.001916,7.480000,312386163.033836
RXT,0.144338,0.321733,1.950000,490600000.000000
RYET,-0.007310,0.000629,0.950000,35380503.137239
RZLT,0.001262,0.003835,3.210000,311974452.187356
SAMG,0.001517,0.000154,15.210000,125426941.602159
SATS,-0.000062,0.000907,115.530000,31643364017.682724
SBFG,-0.004027,0.000159,20.760000,126850309.926167
SBFM,-0.001105,0.000567,1.200000,5445599.020180
SCHL,0.000151,0.000552,34.770000,888932718.481152
SCWO,-0.010503,0.002535,2.590000,42312197.500000
SCYX,0.001884,0.002593,0.750000,36089950.480315
SDGR,-0.007575,0.002129,12.060000,956035043.868979
SDOT,-0.018894,0.002030,2.160000,3735141.564732
SELX,-0.018913,0.002996,0.525000,18092866.328694
SEPN,0.009313,0.002304,29.020000,1301137995.608002
SEV,0.025265,0.003497,2.180000,102648074.508087
SFM,0.003630,0.000658,73.870000,7574368826.744385
SFST,-0.000295,0.000594,55.840000,432961002.240189
SGLY,-0.013032,0.002322,0.410000,2800700.952345
SHMD,-0.020867,0.005100,6.460000,354746935.823255
SHOP,-0.003745,0.002687,120.730000,174228661000.500000
SIBN,-0.002750,0.000440,15.520000,619638964.816596
SIEB,-0.024260,0.000521,1.900000,74385565.429395
SILC,-0.000860,0.001110,19.700000,108519558.903866
SIMA,0.000735,0.000017,10.770000,327213349.899681
SLAB,0.024838,0.013553,204.530000,6703895016.835892
SLRC,-0.001830,0.000363,14.420000,788314450.894529
SNES,0.007625,0.004215,2.250000,11072791.202273
SNPS,-0.004928,0.001368,414.000000,83754749678.780365
SOFI,-0.011368,0.001379,17.760000,23962208909.038925
SPAI,0.007052,0.005490,5.110000,104656617.489599
SPOK,-0.005898,0.001161,12.140000,254154132.524801
SPRB,-0.016089,0.006414,54.940000,66480681.353302
SPSC,-0.023620,0.001195,56.510000,2344374367.102585
STRR,-0.001163,0.000101,9.980000,37790998.840332
SUIG,-0.008136,0.003178,1.260000,106755992.371326
SVC,0.008656,0.000643,2.300000,363066212.906955
SWKH,-0.003667,0.000049,16.420000,205412379.956455
SWKS,0.003581,0.000605,59.580000,8312653087.798462
SZZL,-0.000215,0.000002,10.250000,320796020.836372
TEM,-0.004381,0.001861,53.250000,9353439406.242599
TILE,-0.001123,0.000278,31.490000,1610997159.529701
TPG,-0.014713,0.001562,43.420000,16451749899.150558
TW,0.010417,0.000655,123.115000,27652809502.485687
TWIN,0.002450,0.002618,18.190000,239615844.369144
TZOO,0.005954,0.003152,6.450000,72913440.133886
UCAR,0.002530,0.002968,1.490000,6612075.263353
UCTT,0.017491,0.004461,60.680000,2406423079.612289
UFCS,0.003821,0.000493,38.860000,941763720.843559
UFG,-0.001876,0.002904,1.000000,34412898.142338
UFPT,-0.009955,0.001652,210.580000,1658359500.000000
UNB,-0.003519,0.000406,23.250000,109978152.000000
UONE,-0.000780,0.005361,11.380000,44774652.291488
UONEK,-0.006932,0.003338,7.770000,37185524.378886
UPB,-0.061459,0.017630,7.680000,435551066.135495
UPLD,-0.020842,0.001707,0.883000,17279915.428915
URBN,-0.004823,0.000617,66.200000,5783741655.670975
UROY,-0.001817,0.002449,4.290000,510521504.126606
USEG,0.004485,0.001541,1.070000,39749178.294868
UTHR,0.003868,0.001298,503.900000,23192295851.611694
VALU,-0.001136,0.000097,36.740000,336908653.269466
VBNK,0.002898,0.000280,16.500000,457460051.450996
VCTR,-0.001219,0.000808,69.180000,4452624472.383270
VELO,-0.006117,0.012055,10.180000,300581263.239088
VEON,0.002728,0.000365,55.890000,3660216739.560532
VERO,-0.071719,0.016560,0.310000,725057.943405
VIOT,-0.001029,0.000562,1.270000,89474784.241765
VIRC,-0.005002,0.000504,6.350000,97719071.193801
VISN,-0.003083,0.000737,17.570000,4001950730.750000
VKTX,0.008074,0.002570,33.840000,3883779925.478745
VMD,0.004879,0.000446,8.700000,360319699.630441
VRA,0.002732,0.001237,2.640000,72403504.580601
VRAR,-0.019966,0.003914,0.591000,12857723.571723
VRAX,-0.008021,0.003705,0.228000,1484686.422124
VRCA,-0.015732,0.002672,5.470000,90822413.415158
VRME,-0.008231,0.002514,0.953000,11792084.506946
VSAT,0.003896,0.002955,45.780000,6245527755.801319
VSEC,0.009983,0.000657,227.070000,6093630858.610657
VSEE,0.001454,0.002138,0.369000,11465790.681123
VTGN,0.002331,0.003009,0.590000,24366495.332849
WAY,-0.000545,0.001921,25.650000,4960719440.094406
WBD,0.001377,0.000169,28.170000,68848153790.250000
WDAY,-0.013622,0.001438,133.760000,39553379837.036133
WFCF,0.006752,0.001345,12.500000,62059026.195047
WHF,-0.003951,0.000254,6.300000,172463722.153307
