Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap,Grade
ICCC,0.075286,0.00094,6.57,59702615.73732,D
ICCM,-0.061688,0.000909,0.578,43446821.971158,D
ICFI,-0.113469,0.001337,83.13,1400208979.138,B
ICG,-0.376238,0.002885,1.26,77711266.103018,D
ICHR,0.527465,0.008846,47.55,1386466182.498917,B
ICLR,-0.394479,0.013141,108.14,8337172098.658295,A
ICMB,-0.013605,0.000738,2.9,40519533.204895,D
ICON,-0.27027,0.003811,1.35,3347480.533017,D
ICU,0.095238,0.001469,2.76,9575999.927521,D
ICUI,-0.005744,0.000609,150.58,3259116300.0,B
IDAI,-0.203762,0.003715,2.54,13953378.910236,D
IDCC,0.112788,0.001881,366.53,9192349674.26709,A
IDN,-0.121157,0.001238,4.86,97993797.02311,D
IDXX,0.026782,0.000351,656.73,48582346149.26508,A
IDYA,-0.05461,0.000734,32.2,2914547435.535786,B
IEP,0.041344,0.000241,8.06,4867690866.804759,B
IESC,0.234609,0.001848,495.35,8581992647.719147,A
IFBD,0.181366,0.016041,0.951,8106688.338092,D
IFRX,-0.055441,0.001671,0.92,65714718.038261,D
IGAC,0.003024,4e-06,9.95,237267789.983749,C
IGIC,0.01083,0.000168,25.2,1058297348.742702,B
IHRT,-0.012085,0.001277,3.27,486513606.232023,C
III,-0.159091,0.001284,4.81,218325484.681812,C
IIIV,0.017735,0.001352,22.38,728603565.783327,C
IINN,-0.160637,0.001569,0.58,25963103.831681,D
IKT,0.305732,0.002255,2.05,227982045.901754,C
ILAG,-0.141956,0.006815,2.72,5147915.989466,D
ILMN,-0.047261,0.001295,134.46,19054398419.952396,A
ILPT,0.099437,0.000322,5.86,416582056.25,C
IMA,-0.052186,0.001057,6.72,65300989.546188,D
IMCC,-0.46875,0.001587,0.68,4421109.75,D
IMCR,-0.022397,0.000543,32.3,1669895799.700905,B
IMDX,-0.123907,0.004152,6.01,156328132.428949,D
IMG,-0.376813,0.009359,0.4811,1628869.146061,D
IMKTA,0.098915,0.000405,85.1,1621739770.710388,B
IMMP,-0.020979,0.000769,2.8,406250012.436267,C
IMMR,-0.104106,0.000536,6.11,199889786.291714,C
IMMX,0.299517,0.002861,8.07,491953155.679922,C
IMNM,-0.163734,0.001095,21.86,2321454329.094963,B
IMNN,0.022013,0.000775,3.25,11017150.232428,D
IMOS,0.226255,0.001794,44.93,1289108882.5149,B
IMPP,0.214286,0.001877,4.25,164098519.210273,D
IMRN,-0.145394,0.003501,0.77,7716895.078185,D
IMRX,0.03527,0.001311,4.99,344157919.183702,C
IMSR,-0.217687,0.004075,6.9,530696523.044006,C
IMTE,-0.228142,0.005638,0.565,2147128.470743,D
IMTX,0.035035,0.002237,10.34,1321869307.912837,B
IMUX,0.559633,0.005781,1.02,160471737.238419,D
IMVT,0.063267,0.001261,27.73,5426167887.743454,B
IMXI,0.017408,1e-05,15.78,469258761.35632,C
INAB,-0.132653,0.00148,1.7,16797747.319411,D
INAC,0.000296,3e-06,10.133,149468151.688576,D
INBK,-0.118261,0.000374,20.28,175688999.756889,C
INBS,-0.427481,0.002914,4.5,6503343.844692,D
INBX,-0.098504,0.001181,74.13,1006135799.278397,C
INCR,-0.116081,0.001003,0.83,44838694.308889,D
INCY,-0.013636,0.000688,101.27,19093450272.715206,A
INDB,-0.048971,0.000364,78.07,3827860585.260658,B
INDI,-0.075758,0.00164,3.66,577569980.859756,C
INDP,0.026368,0.004493,2.063,4148301.303461,D
INDV,-0.065143,0.000276,32.72,4034538413.331642,B
INEO,0.475096,0.013041,0.77,8934637.315031,D
INGN,0.016667,0.001204,6.1,176193298.786426,C
INHD,-0.035714,0.002021,1.08,8581489.33953,D
INKT,-0.057659,0.000397,10.95,48255912.146525,D
INLF,0.002353,0.007489,0.426,79524003.16,D
INM,-0.227273,0.001332,0.85,2685651.168719,D
INMB,-0.183544,0.00153,1.29,35358395.610916,D
INMD,-0.172684,0.000751,13.75,838236233.496666,C
INNV,0.57193,0.00949,8.96,1218581187.461712,B
INO,0.064706,0.001118,1.81,119543873.155206,D
INOD,-0.199529,0.002788,44.17,1438521986.265953,B
INSE,-0.112078,0.000364,8.16,214068595.464108,C
INSG,0.108618,0.004246,12.35,179543594.430374,C
INSM,-0.030199,0.000731,149.33,30205288238.97949,A
INTA,-0.333234,0.003819,22.43,2278375420.666538,B
INTC,-0.06556,0.000816,45.61,216890642018.27496,A
INTG,0.012475,0.001145,30.03,78324199.039413,D
INTJ,-0.096675,0.002413,7.064,10916249.853373,D
INTR,-0.051591,0.001356,8.71,3539399939.281025,B
INTS,-0.165123,0.01172,7.66,20144218.316704,D
INTU,-0.16031,0.001747,409.03,133897141366.68037,A
INTZ,0.048077,0.007537,1.09,21309114.189701,D
INV,-0.131498,0.006807,2.84,235149514.665213,C
INVA,0.094376,0.000396,22.96,1647162487.199841,B
INVE,-0.051205,0.000498,3.15,78151938.903842,D
INVZ,-0.10587,0.001484,0.853,171411264.917659,C
IOBT,0.255396,0.003359,0.349,21656601.373384,D
IONR,-0.037037,0.001526,4.16,294326027.538609,C
IONS,-0.023113,0.000419,81.15,12230816645.677805,A
IOSP,-0.082874,0.000299,76.58,1786731427.613205,B
IOTR,-0.348214,0.00308,2.19,5053052.043385,D
IOVA,0.478927,0.006068,3.86,2113363091.055264,B
IPAR,0.0269,0.000282,100.78,3032923874.016953,B
IPCX,0.003941,3e-06,10.19,350938550.640427,C
IPDN,0.0,0.010978,1.2,6248912.500326,D
IPEX,0.000483,2e-06,10.35,123262035.793066,D
IPGP,0.391539,0.009374,131.57,5092496178.342209,B
IPHA,-0.057692,0.000676,1.715,149959471.03457,D
IPM,-0.066298,0.000186,1.69,22238137.465692,D
IPOD,0.013659,7e-06,10.39,209611935.733615,C
IPSC,0.26087,0.003213,2.32,223757591.158628,C
IPST,-0.366667,0.008803,0.684,6098846.907398,D
IPW,-0.516373,0.008862,1.92,2750752.059103,D
IPWR,-0.309249,0.006635,3.585,40499451.997066,D
IPX,-0.003688,0.001785,48.63,1580623806.217392,B
IQ,-0.19598,0.000517,1.6,1386660796.220947,B
IQST,-0.136029,0.00538,2.35,8768895.257759,D
IRD,0.793103,0.005406,4.16,337234967.912285,C
IRDM,0.211431,0.003793,23.95,2520011807.612696,B
IREN,-0.228523,0.005304,40.95,12175562049.012163,A
IRIX,-0.066667,0.000889,1.4,21315576.603936,D
IRMD,0.047781,0.000881,103.53,1255832535.848755,B
IRON,-0.173962,0.005419,66.62,2334632788.345528,B
IROQ,0.019846,6.4e-05,27.75,93507602.021494,D
IRTC,-0.141142,0.00122,133.75,3994028250.05249,B
IRWD,-0.307692,0.003649,3.42,570704106.0,C
ISBA,-0.043636,0.00092,47.56,336387507.036987,C
ISPC,-0.266862,0.003423,0.25,2432990.434198,D
ISPR,-0.350829,0.005403,2.35,138641477.67087,D
ISRG,0.013649,0.000311,503.51,174070638268.44577,A
ISSC,0.331622,0.00277,25.94,465614838.85466,C
ISTR,-0.041101,0.000178,28.23,379343096.510632,C
ITHA,-0.002016,2e-06,9.9,303446684.003086,C
ITIC,-0.128811,0.00135,230.9,428611442.005005,C
ITOC,-0.251064,0.003445,0.352,8502992.632768,D
ITRI,-0.064709,0.001318,93.95,4100885047.5,B
ITRM,-0.21131,0.005557,0.265,8846401.611299,D
ITRN,0.055873,0.000288,48.0,985328993.115845,C
IVA,0.098139,0.001026,6.49,1273432492.5737,B
IVDA,-0.684211,0.025642,0.3,3453319.426559,D
IVF,-0.233871,0.0015,0.95,5909969.495673,D
IVVD,-0.028736,0.002662,1.69,507576645.95381,C
IXHL,-0.522523,0.01389,4.24,46582829.639099,D
IZEA,0.005556,0.001627,3.62,66447919.719887,D
IZM,-0.219626,0.000616,0.835,7811771.863466,D
JACK,-0.194286,0.002881,16.92,276804726.067635,C
JAGX,0.3875,0.00554,0.888,6630238.337028,D
JAKK,0.185486,0.003417,21.86,228996825.840813,C
JANX,-0.027162,0.000974,13.61,841910128.322174,C
JAZZ,0.135872,0.001121,190.02,11204598965.338898,A
JBDI,-0.021918,0.009203,0.714,12368891.146312,D
JBHT,0.104705,0.000586,233.41,20318642794.823334,A
JBIO,-0.109309,0.00196,14.83,692866444.255963,C
JBLU,0.051233,0.002039,5.54,1661837224.606331,B
JBSS,0.034176,0.000177,82.61,899183189.932251,C
JCAP,-0.047993,0.000467,20.63,1317632842.918694,B
JCSE,-0.01626,0.006651,1.21,5733683.57558,D
JCTC,-0.060606,0.001015,1.86,6230601.712859,D
JD,-0.070102,0.000186,26.53,39880227193.30095,A
JDZG,-0.913793,0.172129,0.15,3276820.728821,D
JEM,-0.4,0.002126,0.096,1482720.126859,D
JF,0.033708,0.000718,0.92,14672123.46616,D
JFB,-0.443915,0.024641,15.17,114842018.290672,D
JFBR,-0.494744,0.008323,4.23,2788643.047544,D
JFIN,-0.022624,0.000769,6.48,335160760.077376,C
JFU,-0.066381,0.005021,4.36,54746004.222793,D
JG,0.027211,0.001344,7.55,45083597.79401,D
JJSF,-0.085504,0.001735,87.06,1640156807.988304,B
JKHY,-0.093314,0.000768,161.8716,12436562895.916489,A
JL,0.297784,0.000116,4.685,16024851.380985,D
JLHL,0.34434,0.010382,5.7,122900661.7691,D
JMSB,-0.07869,0.000178,19.2,277137153.521238,C
JOUT,0.02386,0.000711,48.49,478331733.494896,C
JOYY,-0.076602,0.000472,59.67,3122865740.013199,B
JRSH,0.07559,0.001389,3.24,38734819.44442,D
JRVR,0.026393,0.000483,7.0,297398968.685983,C
JSPR,-0.061224,0.002546,1.38,38617973.686562,D
JTAI,-0.415789,0.012594,0.111,4820694.337075,D
JUNS,-0.101695,0.003445,0.53,13322999.583219,D
JVA,0.089538,0.000518,3.12,18096259.265532,D
JWEL,0.07907,0.005263,2.32,5426187.5,D
JXG,-0.105516,0.001476,3.73,7597155.930427,D
JYD,-0.034483,0.003076,2.8,7408785.094289,D
JYNT,-0.129575,0.000612,8.8,132139616.503031,D
JZ,0.188462,0.022278,0.927,11933309.824616,D
JZXN,-0.041667,0.083401,1.15,2033128.221982,D
KALA,-0.280303,0.004842,0.38,253349799.942663,C
KALU,-0.013119,0.001292,130.14,1988859291.246277,B
KALV,0.010552,0.000789,16.28,820366312.251743,C
KARO,-0.057109,0.000698,47.22,1436538450.0,B
KBON,-0.001988,1e-05,10.04,444551516.79039,C
KBSX,0.078947,0.00452,1.23,55509844.146922,D
KC,-0.011005,0.002453,13.48,3546864430.722506,B
KCHV,0.0,2e-06,10.22,351138175.75,C
KDK,-0.086957,0.000894,8.4,1616369950.465027,B
KDP,0.102293,0.000329,30.28,38382316166.75,A
KE,-0.198268,0.00431,24.99,550777134.264433,C
KELYA,-0.125241,0.001037,9.71,315772387.779205,C
KELYB,0.100201,0.385441,15.07,511120213.964272,C
KEQU,0.032346,0.00059,41.49,119958166.026245,D
KFFB,0.017738,0.000753,4.59,37118027.673935,D
KFII,-0.002879,1e-06,10.39,408263019.425001,C
KFIIU,0.018957,3.3e-05,10.75,271204500.0,C
KG,0.2312,0.001737,15.39,117987224.78801,D
KGEI,-0.020513,0.000635,3.82,164117525.926536,D
KHC,0.047231,0.000258,24.2037,29049097273.290688,A
KIDS,0.108733,0.000886,19.17,452942926.454956,C
KIDZ,-0.464706,0.009657,0.091,2090411.165604,D
KINS,0.064448,0.000844,16.48,220416927.160637,C
KITT,-0.245968,0.004135,0.748,4032517.411911,D
KLAC,0.082301,0.000764,1524.55,176663574473.5415,A
KLIC,0.203937,0.002831,69.72,3216885969.402588,B
KLRS,0.148189,0.006352,10.46,183657739.052475,C
KLTO,0.977695,0.027342,0.532,33294355.234412,D
KLTR,-0.125786,0.001616,1.39,234827070.973309,C
KLXE,0.045267,0.004315,2.54,44779546.89986,D
KMB,0.12,0.000136,110.0803,34712442166.94801,A
KMDA,0.055825,0.000657,8.7,511057361.396656,C
KMRK,0.391026,0.002409,2.17,47264000.201225,D
KMTS,-0.0688,0.000738,23.28,1344362257.580154,B
KNDI,-0.038095,0.001347,1.01,79966670.925017,D
KNSA,-0.00403,0.000735,44.49,3532872990.641628,B
KOD,0.111572,0.002869,26.8,1517663982.201004,B
KOPN,-0.146718,0.003118,2.21,382700534.245176,C
KOSS,-0.143154,0.000679,4.13,38907061.443906,D
KOYN,0.001098,1e-06,10.031,316525899.083127,C
KPLT,-0.052308,0.001623,6.16,27425907.189893,D
KPRX,-0.106838,0.00075,2.09,7282311.370151,D
KPTI,0.491284,0.004435,9.41,160876607.757202,D
KRKR,-0.235837,0.001155,3.561,6385301.298795,D
KRMD,-0.161687,0.001081,4.77,210768093.635345,C
KRNT,0.147037,0.003009,15.29,668443230.72628,C
KRNY,-0.052045,0.000355,7.65,467847254.398177,C
KROS,-0.228804,0.000391,14.19,344266585.510942,C
KRRO,-0.070498,0.001721,12.13,105285360.97393,D
KRT,0.00317,0.000126,24.65,456861739.449177,C
KRUS,0.016453,0.001184,70.43,698468914.083221,C
KRYS,-0.023488,0.000802,275.64,7415914098.777649,B
KSCP,0.188623,0.006408,3.97,44769474.387328,D
KSPI,-0.074836,0.000313,70.59,14929576742.364227,A
KTCC,-0.00346,0.001254,2.88,30731733.271503,D
KTOS,-0.103785,0.0043,86.18,16247922510.0,A
KTTA,0.043787,0.002466,0.882,18403576.204797,D
KURA,0.055623,0.000824,8.73,779676964.599455,C
KUST,-0.24,0.00454,1.14,768965.742812,D
KVAC,-0.0125,3.6e-05,11.85,109660068.082747,D
KVHI,-0.073733,0.000963,6.03,115677910.423359,D
KWM,-0.237368,0.001986,0.649,46143613.810746,D
KXIN,-0.517797,0.018033,0.569,369803.053766,D
KYIV,0.026933,0.000721,11.82,2742659879.540245,B
KYMR,0.208014,0.000557,91.35,6816323300.65303,B
KYNB,-0.150735,0.002443,6.93,27670844.417286,D
KYTX,-0.014406,0.001783,8.21,482813507.038115,C
KZIA,0.362903,0.005343,8.45,93521925.75,D
KZR,0.094771,0.000163,6.7,50822703.059034,D
LAB,-0.198582,0.000792,1.13,380719763.527502,C
LAES,-0.03202,0.002722,3.93,713814185.726131,C
LAFA,-0.005994,1e-06,9.95,156819056.147007,D
LAFAU,0.004902,6e-05,10.25,138475328.394067,D
LAKE,-0.038784,0.000332,9.17,84332704.540741,D
LAMR,0.077862,0.000179,137.74,13785017816.759628,A
LAND,0.143858,0.000727,12.28,486072483.411003,C
LARK,0.004803,0.000323,27.74,159148786.834385,D
LASE,-0.294585,0.019025,0.977,25280477.875802,D
LASR,0.168677,0.003703,56.19,3271602912.107681,B
LAUR,-0.074413,0.000434,32.34,4667181371.783375,B
LBGJ,-0.804734,0.043176,0.165,1762312.033657,D
LBRDA,0.099738,0.000622,54.58,7758922217.307968,B
LBRDK,0.098793,0.000622,54.61,7766096994.327888,A
LBRX,0.048014,0.001496,24.01,601612662.931515,C
LBTYA,0.153986,0.002205,12.74,4201260073.319669,B
LBTYB,0.173432,0.017568,12.72,4398927066.290994,B
LBTYK,0.117166,0.001853,12.3,4140954802.377019,B
LCCC,0.002924,1e-06,10.29,91632449.660301,D
LCFY,0.628866,0.003915,4.74,8311633.894114,D
LCID,-0.028183,0.002654,10.0,3201475204.111942,B
LCNB,-0.032459,0.000166,16.77,238877899.827116,C
LCUT,0.034375,0.000652,3.31,71597499.704703,D
LDWY,-0.167742,0.001663,3.87,6844239.153992,D
LE,-0.107718,0.002181,16.07,493399736.545692,C
LECO,0.072603,0.000428,287.05,14365582006.19568,A
LEDS,-0.138728,0.000483,1.49,11927923.692254,D
LEE,0.582878,0.005841,8.69,215318645.268227,C
LEGH,0.055877,0.000569,21.92,473794259.905197,C
LEGN,0.107872,0.00091,19.0,3503560921.23374,B
LENZ,-0.172393,0.001313,13.49,365153940.617235,C
LESL,-0.208633,0.008032,1.1,8850746.138938,D
LEXX,-0.117424,0.002548,0.699,20631692.639062,D
LFAC,0.001005,7e-06,9.96,195409707.904126,C
LFCR,-0.15493,0.000493,7.2,260765811.349228,C
LFMD,-0.185976,0.002569,2.67,144407655.0,D
LFS,-0.016129,0.011332,2.44,61477452.155129,D
LFST,0.008357,0.000804,7.24,2652687579.590907,B
LFUS,0.085895,0.00055,352.46,7589547363.790985,B
LFVN,-0.156083,0.002769,4.605,62431593.384084,D
LFWD,0.052332,0.007536,7.4,9154508.579463,D
LGCB,0.237762,0.002736,1.77,18046247.818068,D
LGCL,-0.2,0.002951,1.68,4789669.24322,D
LGHL,-0.130137,0.021742,1.27,638909.455164,D
LGIH,0.033865,0.001587,51.9,1027109053.698288,C
LGN,0.22005,0.004023,58.05,5438664410.357506,B
LGND,0.00192,0.000299,198.31,4026116246.188934,B
LGO,0.38843,0.007039,1.68,129992508.350951,D
LGVN,0.009328,0.00132,0.541,10325114.348052,D
LHAI,-0.067669,0.007884,1.24,21748200.541735,D
LHSW,-0.704918,0.038145,0.18,8424000.024796,D
LI,0.063482,0.000623,17.59,17582226122.417645,A
LICN,0.041,0.00062,3.123,49143743.094295,D
LIDR,0.025,0.00326,1.64,70285792.741932,D
LIEN,-0.026214,0.000154,10.03,229118722.729464,C
LIF,-0.089888,0.002022,52.65,3534295494.995636,B
LIFE,-0.111511,0.004422,12.35,826595421.895771,C
LILA,0.009009,0.000387,7.84,1596781118.136564,B
LILAK,0.011465,0.000371,7.94,1608786979.726871,B
LIMN,-0.556918,0.095282,0.253,9125635.057413,D
LIN,0.104138,0.000219,508.08,224625678654.10645,A
LINC,0.333333,0.001475,36.24,1133396817.625408,B
LIND,0.140625,0.000878,19.71,1164095475.876663,B
LINE,0.149504,0.0012,40.52,9848109348.0,A
LINK,-0.003145,0.003479,3.17,48510020.35837,D
LIQT,0.156977,0.005209,1.99,13651942.06741,D
LITE,0.655354,0.001852,700.91,39872616174.31641,A
LITM,-0.054487,0.002757,2.95,74217702.943062,D
LITS,-0.008772,0.002921,1.13,41917431.254006,D
LIVE,-0.32233,0.001537,13.96,39777944.614128,D
LIVN,0.057519,0.000256,70.6,3491401692.185013,B
LIXT,-0.188202,0.002597,2.89,21235508.377994,D
LKFN,-0.043943,0.000212,58.09,1452074303.427628,B
LKQ,0.018143,0.000427,33.11,8055250064.532091,A
LKSP,0.001998,1e-06,10.03,157404125.799428,D
LLYVA,0.20218,0.000441,97.04,8791659134.968689,A
LLYVK,0.202196,0.000448,99.65,8807945422.482605,A
LMAT,0.252228,0.003568,108.18,2446168388.667191,B
LMB,0.063889,0.001693,91.42,954561411.65889,C
LMFA,0.033241,0.00669,0.373,5693804.65413,D
LMNR,-0.027605,0.000149,14.09,254196165.639698,C
LMRI,0.153344,0.004806,14.14,1399571682.436967,B
LNAI,-0.510554,0.015128,0.371,5611466.430532,D
LNKB,-0.022168,0.000373,8.65,317643102.053127,C
LNKS,0.145631,0.009187,1.18,13972399.487495,D
LNSR,-0.058962,0.000406,11.97,140945645.078241,D
LNT,0.111043,0.000128,72.34,18398427099.681534,A
LNTH,0.126466,0.000199,74.91,4933655285.43866,B
LNZA,-0.285833,0.006633,8.57,94564527.433737,D
LOAN,-0.026667,3.9e-05,4.38,48728660.1381,D
LOBO,-0.107023,0.000798,0.534,6812135.076062,D
LOCO,0.067568,0.000353,11.06,329949983.0,C
LOGI,0.048819,0.000622,91.95,13588663216.367315,A
LOKV,0.00194,0.0,10.33,296987497.806549,C
LONA,0.210753,0.003372,5.63,49480345.980684,D
LOOP,0.048387,0.000328,1.3,63805575.135406,D
LOPE,-0.091807,0.000979,159.07,4657869971.80336,B
LOT,-0.033613,0.000841,1.15,753362935.998958,C
LOVE,-0.030349,0.000989,12.78,173943555.824017,C
LPAA,0.00282,6e-06,10.67,308774993.419647,C
LPBB,-0.003781,3e-06,10.54,303312505.483627,C
LPBBU,0.004721,1e-06,10.64,212800006.866455,C
LPCN,0.105438,0.002071,9.96,45137199.665368,D
LPLA,-0.201818,0.00139,300.38,25109941358.851746,A
LPRO,-0.284946,0.0017,1.33,158373857.564998,D
LPSN,-0.046512,0.001603,2.87,38043312.242099,D
LPTH,-0.006667,0.010989,10.43,638834217.598732,C
LQDA,-0.298349,0.002191,31.02,3134447146.294342,B
LQDT,-0.031556,0.000591,31.61,991513754.274458,C
LRCX,-0.0152,0.001323,233.6101,250364462199.8596,A
LRE,0.0,0.002837,1.38,18962242.194851,D
LRHC,-0.567347,0.005603,1.06,540349.994898,D
LRMR,0.512821,0.028705,5.31,540741829.725871,C
LSAK,-0.006383,0.001127,4.67,391842606.509434,C
LSBK,-0.00129,3.9e-05,15.48,113689239.144502,D
LSCC,0.153299,0.002259,95.62,11693868616.342735,A
LSE,-0.007765,0.003221,4.6,91594501.948357,D
LSH,-0.134817,0.00793,0.661,21448370.766482,D
LSTA,-0.100877,0.000377,4.1,36870666.605821,D
LSTR,0.029637,0.002319,162.95,5214213061.008118,B
LTBR,-0.136849,0.004304,12.93,370651813.925657,C
LTRN,-0.078431,0.002802,2.82,30197942.633315,D
LTRX,-0.120588,0.002881,5.98,224259950.685327,C
LUCD,0.125,0.001325,1.44,183538263.674362,C
LUCY,0.0,0.004474,1.12,5724696.090628,D
LULU,0.034007,0.00085,185.17,20175574199.718628,A
LUNG,-0.030675,0.001522,1.58,83319007.893275,D
LUNR,-0.076233,0.009402,16.48,2508939513.758013,B
LVLU,-0.107968,0.002571,15.45,35895405.171312,D
LVO,0.19869,0.004547,5.49,59042164.789065,D
LVRO,-0.82243,0.016085,0.19,11520206.929556,D
LWAC,0.00099,1e-06,10.11,304358996.558189,C
LWAY,-0.004939,0.000234,22.16,323611213.75,C
LWLG,0.340426,0.004432,4.41,610808597.26131,C
LX,0.032143,0.001622,2.89,447580927.102172,C
LXEH,-0.203571,0.004903,0.223,4216667.377152,D
LXEO,-0.060209,0.000906,7.18,499963182.989386,C
LXRX,0.176,0.002612,1.47,714551349.610333,C
LYEL,-0.031086,0.002052,24.0,477139187.390579,C
LYFT,-0.198146,0.002511,13.84,5291432523.5,B
LYRA,-0.5,0.004698,1.01,2268299.190922,D
LYTS,-0.030058,0.00069,21.62,617371254.474726,C
LZ,-0.229167,0.003829,7.03,1182392634.384647,B
LZMH,-0.124088,0.003358,1.2,194649595.649242,C
MAAS,-0.009983,0.000476,5.95,1788071414.705624,B
MACI,0.001402,1e-06,10.715,231999994.162407,C
MAMA,0.110823,0.000877,17.14,675658445.197636,C
MAMO,-0.677215,0.02208,1.02,41099618.160457,D
MANH,-0.101268,0.001739,135.43,9186369571.256424,A
MAPS,-0.137887,0.000989,0.669,123989799.877444,D
MAR,0.072349,0.000576,341.73,85801995350.52528,A
MARA,-0.019737,0.0071,8.94,3045679513.378801,B
MARPS,0.161205,0.004315,5.11,10659999.847412,D
MASI,0.266797,0.006799,175.35,9422500835.226822,A
MASK,-0.34632,0.004478,0.151,3847241.471559,D
MASS,0.114701,0.001009,6.9,226568050.563915,C
MAT,-0.201977,0.003892,16.95,4941719881.439209,B
MATH,-0.371728,0.004338,1.2,52088488.46981,D
MATW,0.001144,0.000199,26.43,798383965.776342,C
MAXN,-0.121864,0.006563,2.45,38437364.877033,D
MAYS,0.138,0.003204,45.52,90710100.0,D
MAZE,-0.020202,0.001174,45.59,2157194762.629333,B
MB,-0.001655,0.008884,5.43,101214501.636028,D
MBAI,0.124138,0.002894,1.63,12973278.811478,D
MBAV,0.0,6e-06,10.68,384531243.145466,C
MBBC,0.085008,0.0004,14.04,41140694.0,D
MBCN,0.00603,0.000229,33.65,273627941.86,C
MBIN,-0.008443,0.000656,42.28,1905943377.138062,B
MBIO,0.128492,0.003236,1.01,6539982.153868,D
MBLY,-0.056856,0.000835,8.46,6739466119.716946,B
MBOT,0.353933,0.005294,2.41,159836152.405628,D
MBRX,-0.419903,0.013585,2.39,6404796.085073,D
MBUU,-0.114834,0.001196,29.06,495469104.251232,C
MBVI,-0.005917,4e-06,10.08,433837518.09597,C
MBWM,-0.03367,0.000196,51.272,869348158.757736,C
MBX,-0.16688,0.002289,32.55,1371765291.842262,B
MCBS,-0.039645,0.000154,28.1,816701189.177273,C
MCFT,-0.013857,0.000674,21.705,321377996.81358,C
MCGA,-0.000983,1e-06,10.16,239349688.654467,C
MCHB,-0.091141,0.000463,14.26,3275314175.410581,B
MCHP,-0.038429,0.000408,74.64,35049341798.1042,A
MCHX,-0.125,0.000273,1.47,62346890.155748,D
MCRB,-0.423102,0.011479,8.74,82594719.505292,D
MCRI,0.045475,0.000322,95.8,1762498281.175232,B
MCW,0.269162,0.001636,7.12,2296068589.167109,B
MDAI,-0.176471,0.000801,1.4,42964452.26832,D
MDB,-0.118627,0.002271,328.47,22014029426.555176,A
MDBH,-0.020938,0.000627,3.133,31044491.55142,D
MDCX,0.285714,0.003819,1.53,9691271.664679,D
MDGL,-0.117881,0.001151,432.0,9830183613.637083,A
MDIA,-0.059181,0.001969,0.62,53224236.647747,D
MDLN,0.055309,0.000601,47.51,35574512901.39102,A
MDLZ,0.049242,0.000306,61.58,75356937901.7308,A
MDRR,-0.015345,0.001731,11.55,12698103.032565,D
MDWD,-0.044199,0.000462,17.3,218583243.423223,C
MDXG,-0.039293,0.000496,4.89,668549637.0,C
MDXH,-0.036827,0.000738,3.4,167961979.4203,D
MEDP,-0.231923,0.001863,451.76,13355947863.034636,A
MEGL,-0.211864,0.003948,0.93,5469175.297325,D
MEHA,0.126829,0.002986,0.231,3117793.078162,D
MELI,-0.181463,0.000814,1757.58,90639463067.88547,A
MENS,-0.108333,0.017354,2.14,164219769.405507,D
MEOH,0.057113,0.000821,50.53,3853828423.212891,B
MERC,-0.072165,0.003501,1.8,112530608.246628,D
MESH,-0.00101,1e-06,9.89,426075004.935265,C
MESO,-0.077952,0.001327,15.85,2103086591.416016,B
META,-0.082431,0.000285,648.18,1631209099461.005,A
METC,-0.187768,0.004199,15.14,941012686.82478,C
METCB,-0.101449,0.002012,11.78,1026535025.915396,C
MFI,-0.344451,0.001488,11.4,625043173.605375,C
MFIC,-0.126354,0.000622,9.68,970357633.207493,C
MFIN,-0.026062,0.00026,10.09,229153842.11146,C
MGEE,0.043721,0.000173,82.02,2919627279.357918,B
MGIC,-0.342911,0.004608,17.38,853345920.9,C
MGIH,-0.09375,0.001269,1.45,15862499.624491,D
MGN,0.069519,0.02052,2.0,48425000.309944,D
MGNI,-0.031294,0.004049,13.62,2021101110.0,B
MGNX,0.137143,0.001226,1.99,141066527.566561,D
MGPI,-0.243028,0.002831,19.0,397996863.821268,C
MGRC,-0.038895,0.000258,110.95,2653382681.082947,B
MGRT,0.131034,0.086446,6.56,116737496.852875,D
MGRX,0.247086,0.016397,0.535,6075721.21498,D
MGTX,-0.034483,0.000694,7.56,563436223.0,C
MGX,-0.012987,0.001624,1.52,55569192.196147,D
MGYR,-0.007444,0.000297,17.52,113494405.285389,D
MIDD,0.126785,0.000382,168.86,7641890099.211853,B
MIGI,-0.281553,0.007246,2.96,3178262.767291,D
MIMI,0.276515,0.020673,0.337,7978987.643123,D
MIND,-0.124281,0.001506,7.61,70406658.435225,D
MIRA,0.049587,0.001328,1.27,48576259.522235,D
MIRM,-0.110886,0.001641,92.29,5207481731.248001,B
MIST,-0.127551,0.000866,1.71,134567568.755072,D
MITK,0.415534,0.005442,14.58,663883616.563208,C
MKDW,-0.15493,0.00613,2.4,8303875.795416,D
MKLY,0.0,2e-06,10.03,309688347.965163,C
MKSI,0.047634,0.001167,244.46,14122154970.0,A
MKTW,-0.155167,0.001008,14.02,36126600.251461,D
MKTX,0.15935,0.00045,192.0,6917989562.677689,B
MKZR,-0.078161,0.001239,4.01,7177360.187531,D
MLAB,0.20164,0.000871,96.57,481045466.223961,C
MLAC,0.002868,1e-06,10.49,325731182.09362,C
MLCI,-0.390832,0.001795,5.05,64737145.0,D
MLCO,-0.048077,0.001512,5.94,2180023135.093088,B
MLEC,1.476723,0.043338,13.3,6789203.576992,D
